id,score,qald uestions,quegg questions,qald sparql,quegg sparql,qald answer,quegg answer
193,0,¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person .  ?person <http://dbpedia.org/ontology/movement> ?uri . } ,,"[[(http://dbpedia.org/resource/Cubism),(http://dbpedia.org/resource/Surrealism)]]",[]
194,0,¿Qué científicos son conocidos por el proyecto Manhattan y el premio Nobel de la Paz?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:knownFor res:Manhattan_Project .
        ?uri rdf:type dbo:Scientist .
        ?uri dbo:knownFor res:Nobel_Peace_Prize .
}",,[[(http://dbpedia.org/resource/Joseph_Rotblat)]],[]
195,0.769230769230769,Muéstrame todos los libros en la serie Fundación de Asimov,"""Muéstrame todos libro en Serie de la Fundación""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . } ,"select  ?s    
{
   ?s <http://dbpedia.org/ontology/series>  <http://dbpedia.org/resource/Foundation_series> .    
}","[[(http://dbpedia.org/resource/Forward_the_Foundation),(http://dbpedia.org/resource/Foundation_(Isaac_Asimov_novel)),(http://dbpedia.org/resource/Foundation_and_Chaos),(http://dbpedia.org/resource/Foundation_and_Earth),(http://dbpedia.org/resource/Foundation_and_Empire),(http://dbpedia.org/resource/Foundations_Edge),(http://dbpedia.org/resource/Foundations_Fear),(http://dbpedia.org/resource/Foundations_Triumph),(http://dbpedia.org/resource/Prelude_to_Foundation), (http://dbpedia.org/resource/Second_Foundation),(http://dbpedia.org/resource/The_Originist)]]","[(http://dbpedia.org/resource/Foundation_and_Empire ), (http://dbpedia.org/resource/Foundation's_Triumph ), (http://dbpedia.org/resource/Foundation_(novel) ), (http://dbpedia.org/resource/Foundation_and_Chaos ), (http://dbpedia.org/resource/Prelude_to_Foundation ), (http://dbpedia.org/resource/Second_Foundation ), (http://dbpedia.org/resource/Foundation's_Edge ), (http://dbpedia.org/resource/Foundation's_Fear ), (http://dbpedia.org/resource/The_Originist ), (http://dbpedia.org/resource/Forward_the_Foundation ), (http://dbpedia.org/resource/Foundation_and_Earth )]"
196,0,Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:City .
        ?uri dbo:isPartOf res:New_Jersey .
        ?uri dbp:populationTotal ?inhabitants .
        FILTER (?inhabitants > 100000) .
}",,"[[(http://dbpedia.org/resource/Elizabeth,_New_Jersey),(http://dbpedia.org/resource/Jersey_City,_New_Jersey),(http://dbpedia.org/resource/Newark,_New_Jersey),(http://dbpedia.org/resource/Paterson,_New_Jersey)]]",[]
197,0,¿Qué museo en Nueva York tiene el mayor numero de visitantes?,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> .  ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> .  ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 ,,[[(http://dbpedia.org/resource/Metropolitan_Museum_of_Art)]],[]
198,0.704545454545455,¿Cómo de alta el la torre Yokohama Marine?,"""¿Cómo de m�s alta es Torre marina de Yokohama?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Yokohama_Marine_Tower dbo:height ?num .
}","select  ?o    
{
    <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height>  ?o .    
}","[[(""106.0704""^^xsd:double )]]","[(""106.0704""^^xsd:double )]"
199,0,¿Tiene la nueve serie de Battlestar-Galactica más episodios que la anterior?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	<http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .
	<http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .
	FILTER (?y > ?x)
}",,[[(false)]],[]
200,0.759493670886076,¿Quién es el jugador mas jóven de dardos?,"""¿Quién es m�s joven jugador de dardos?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:DartsPlayer .
        ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 
} ORDER BY DESC(?num) LIMIT 1",[[(http://dbpedia.org/resource/Max_Hopp)]],[]
201,0.736842105263158,¿Quién desarrolló el videojuego Warcraft?,"""¿Qué desarrollar World of Warcraft?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:World_of_Warcraft dbo:developer ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer>  ?o .    
}",[[(http://dbpedia.org/resource/Blizzard_Entertainment )]],[(http://dbpedia.org/resource/Blizzard_Entertainment )]
202,0,¿Quien fue el papa que fundo la televisión Vaticana?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
         ?uri rdf:type dbo:Pope . 
         res:Vatican_Television_Center dbo:foundedBy ?uri .
}",,[[(http://dbpedia.org/resource/Pope_John_Paul_II )]],[]
203,0.769230769230769,¿Quién compuso la música para Harold y Maude?,"""¿Qué compuso la banda sonora Harold and Maude?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Harold_and_Maude dbo:musicComposer ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer>  ?o .    
}",[[(http://dbpedia.org/resource/Cat_Stevens )]],[(http://dbpedia.org/resource/Cat_Stevens )]
204,0.794871794871795,Dame todos los miembros de la banda Prodigy.,"""Dame todos miembros de The Prodigy""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember>  ?o .    
}","[[(http://dbpedia.org/resource/Keith_Flint ), (http://dbpedia.org/resource/Liam_Howlett ), (http://dbpedia.org/resource/Maxim_Reality )]]","[(http://dbpedia.org/resource/Keith_Flint ), (http://dbpedia.org/resource/Liam_Howlett ), (http://dbpedia.org/resource/Maxim_Reality )]"
205,0,¿Quien protagoniza peliculas españolas producidas por Benicio del Toro?,,SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } ,,"[[(http://dbpedia.org/resource/Anthony_Hopkins ), (http://dbpedia.org/resource/Benicio_del_Toro ), (http://dbpedia.org/resource/Emily_Blunt ), (http://dbpedia.org/resource/Hugo_Weaving ), (http://dbpedia.org/resource/Joaquim_de_Almeida ), (http://dbpedia.org/resource/Julia_Ormond ), (http://dbpedia.org/resource/Franka_Potente ), (http://dbpedia.org/resource/Lou_Diamond_Phillips ), (http://dbpedia.org/resource/%C3%89dgar_Ram%C3%ADrez ), (http://dbpedia.org/resource/Catalina_Sandino_Moreno ), (http://dbpedia.org/resource/Santiago_Cabrera ), (http://dbpedia.org/resource/Demi%C3%A1n_Bichir ), (http://dbpedia.org/resource/Rodrigo_Santoro )]]",[]
206,0,¿Qué subsidiario de TUI Travel vuela en Glasgow y en Dublin?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } ,,"[[(http://dbpedia.org/resource/Thomson_Airways ), (http://dbpedia.org/resource/Thomson_Holidays )]]",[]
207,0.774193548387097,¿En que país se sitúa la Meca?,"""¿En qué masculine sit�a La Meca?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {  
        res:Mecca dbo:country ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}",[[(http://dbpedia.org/resource/Saudi_Arabia )]],[(http://dbpedia.org/resource/Saudi_Arabia )]
208,0,¿Cuántos idiomas se hablan en Colombia?,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> .  <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . } ,,[[(3 )]],[]
209,0.936708860759494,¿Cuál es el estadio más grande de España?,"""¿Cuál es estadio m�s grande de España?""",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 
} ORDER BY DESC(?num) LIMIT 1",[[(http://dbpedia.org/resource/Camp_Nou)]],[]
210,0.932038834951456,¿Qué surfistas profesionales nacieron en las Filipinas?,"""¿Qué surfistas profesionales nacer en Filipinas?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	?uri dbo:occupation res:Surfing .
	?uri dbo:birthPlace res:Philippines .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Philippines> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    
}","[[(http://dbpedia.org/resource/Kevin_Volchok ), (http://dbpedia.org/resource/Mark_Morgan_(composer) ), (http://dbpedia.org/resource/Midget_Farrelly ), (http://dbpedia.org/resource/Doc_Paskowitz ), (http://dbpedia.org/resource/Marcus_Adoro ), (http://dbpedia.org/resource/Peggy_Oki ), (http://dbpedia.org/resource/Cheyne_Magnusson ), (http://dbpedia.org/resource/Johnny_Harper ), (http://dbpedia.org/resource/Simon_Anderson ), (http://dbpedia.org/resource/James_Lovett ), (http://dbpedia.org/resource/Koby_Abberton ), (http://dbpedia.org/resource/Daize_Shayne ), (http://dbpedia.org/resource/Ian_Cairns ), (http://dbpedia.org/resource/Kit_Horn )]]","[(http://dbpedia.org/resource/Kevin_Volchok ), (http://dbpedia.org/resource/Mark_Morgan_(composer) ), (http://dbpedia.org/resource/Midget_Farrelly ), (http://dbpedia.org/resource/Doc_Paskowitz ), (http://dbpedia.org/resource/Marcus_Adoro ), (http://dbpedia.org/resource/Peggy_Oki ), (http://dbpedia.org/resource/Cheyne_Magnusson ), (http://dbpedia.org/resource/Johnny_Harper ), (http://dbpedia.org/resource/Simon_Anderson ), (http://dbpedia.org/resource/James_Lovett ), (http://dbpedia.org/resource/Koby_Abberton ), (http://dbpedia.org/resource/Daize_Shayne ), (http://dbpedia.org/resource/Ian_Cairns ), (http://dbpedia.org/resource/Kit_Horn )]"
211,0.794871794871795,¿Cuáles son los cinco condados de Nueva York?,"""¿Cuáles son apodos de Nueva York?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . },"select  ?o    
{
    <http://dbpedia.org/resource/New_York_City> <http://dbpedia.org/property/nickname>  ?o .    
}","[[(http://dbpedia.org/resource/The_Bronx ), (http://dbpedia.org/resource/Brooklyn ), (http://dbpedia.org/resource/Queens ), (http://dbpedia.org/resource/Staten_Island ), (http://dbpedia.org/resource/Manhattan )]]",[]
212,0,¿La Coca Cola es una bebida?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
        res:Cola rdf:type dbo:Beverage .
}",,[[(true)]],[]
